date,fips,county,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
2020-02-20,12089,Nassau,1.0,-3.0,-27.0,-6.0,1.0,1.0
2020-02-20,12091,Okaloosa,-1.0,-4.0,-16.0,-1.0,1.0,2.0
2020-02-20,12093,Okeechobee,6.0,1.0,11.0,11.0,1.0,0.0
2020-02-20,12095,Orange,5.0,3.0,16.0,6.0,2.0,-1.0
2020-02-20,12097,Osceola,6.0,4.0,16.0,4.0,0.0,-1.0
2020-02-20,12099,Palm Beach,1.0,0.0,12.0,1.0,1.0,0.0
2020-02-20,12101,Pasco,5.0,-1.0,-2.0,8.0,1.0,-1.0
2020-02-20,12103,Pinellas,4.0,4.0,29.0,5.0,1.0,-1.0
2020-02-20,12105,Polk,4.0,2.0,9.0,8.0,1.0,-1.0
2020-02-20,12107,Putnam,5.0,-12.0,-6.0,,0.0,0.0
2020-02-20,12109,St. Johns,6.0,8.0,16.0,5.0,2.0,0.0
2020-02-20,12111,St. Lucie,1.0,6.0,17.0,3.0,2.0,0.0
2020-02-20,12113,Santa Rosa,1.0,-5.0,-25.0,,1.0,2.0
2020-02-20,12115,Sarasota,7.0,5.0,32.0,16.0,0.0,0.0
2020-02-20,12117,Seminole,2.0,6.0,19.0,5.0,1.0,-1.0
2020-02-20,12119,Sumter,6.0,4.0,-15.0,7.0,0.0,-1.0
2020-02-20,12121,Suwannee,1.0,-2.0,-9.0,-9.0,2.0,0.0
2020-02-20,12123,Taylor,-1.0,0.0,,,0.0,
2020-02-20,12125,Union,-35.0,-5.0,,,-4.0,
2020-02-20,12127,Volusia,7.0,1.0,1.0,2.0,1.0,0.0
2020-02-20,12129,Wakulla,1.0,-2.0,-17.0,,0.0,1.0
2020-02-20,12131,Walton,14.0,-6.0,-3.0,0.0,2.0,3.0
2020-02-20,12133,Washington,-2.0,8.0,,,1.0,
2020-02-21,12001,Alachua,-1.0,-3.0,-19.0,-3.0,0.0,1.0
2020-02-21,12003,Baker,3.0,6.0,,,-3.0,
2020-02-21,12005,Bay,8.0,1.0,2.0,13.0,3.0,0.0
2020-02-21,12007,Bradford,-3.0,-7.0,,,-1.0,
2020-02-21,12009,Brevard,-2.0,-5.0,-29.0,7.0,0.0,2.0
2020-02-21,12011,Broward,1.0,0.0,-8.0,-1.0,2.0,0.0
2020-02-21,12013,Calhoun,-5.0,3.0,,,0.0,
2020-02-21,12015,Charlotte,5.0,3.0,-26.0,3.0,0.0,1.0
2020-02-21,12017,Citrus,-1.0,1.0,-29.0,,-2.0,3.0
2020-02-21,12019,Clay,-1.0,-3.0,-28.0,,0.0,1.0
2020-02-21,12021,Collier,5.0,4.0,-16.0,-5.0,-1.0,1.0
2020-02-21,12023,Columbia,0.0,-1.0,-2.0,6.0,1.0,2.0
2020-02-21,12027,DeSoto,4.0,-1.0,0.0,,-1.0,3.0
2020-02-21,12029,Dixie,-4.0,-10.0,,,7.0,
2020-02-21,12031,Duval,-2.0,-4.0,-26.0,-2.0,0.0,2.0
2020-02-21,12033,Escambia,5.0,-1.0,15.0,16.0,2.0,-1.0
2020-02-21,12035,Flagler,-5.0,-6.0,-40.0,,-2.0,4.0
2020-02-21,12037,Franklin,11.0,4.0,,,-5.0,
2020-02-21,12039,Gadsden,2.0,-4.0,,4.0,-1.0,1.0
2020-02-21,12041,Gilchrist,0.0,2.0,,,0.0,
2020-02-21,12043,Glades,,,-59.0,-4.0,-1.0,
2020-02-21,12045,Gulf,17.0,5.0,,,-1.0,
2020-02-21,12047,Hamilton,-6.0,-7.0,,4.0,-3.0,
2020-02-21,12049,Hardee,9.0,-13.0,46.0,,-13.0,
2020-02-21,12051,Hendry,5.0,4.0,2.0,,0.0,3.0
2020-02-21,12053,Hernando,1.0,-3.0,-11.0,-7.0,-1.0,2.0
2020-02-21,12055,Highlands,2.0,-2.0,-23.0,,-2.0,2.0
2020-02-21,12057,Hillsborough,-1.0,-2.0,-18.0,2.0,2.0,1.0
2020-02-21,12059,Holmes,-2.0,9.0,,,4.0,
2020-02-21,12061,Indian River,1.0,-1.0,-32.0,-6.0,-3.0,3.0
2020-02-21,12063,Jackson,-1.0,-3.0,,9.0,0.0,1.0
2020-02-21,12065,Jefferson,6.0,1.0,,,5.0,
2020-02-21,12067,Lafayette,,,,,4.0,
2020-02-21,12069,Lake,-1.0,-7.0,-19.0,-4.0,-2.0,2.0
2020-02-21,12071,Lee,6.0,2.0,-15.0,9.0,0.0,1.0
2020-02-21,12073,Leon,3.0,-1.0,14.0,0.0,1.0,-1.0
2020-02-21,12075,Levy,-1.0,-4.0,-30.0,,0.0,1.0
2020-02-21,12077,Liberty,,4.0,,,,
2020-02-21,12079,Madison,-2.0,-1.0,,12.0,3.0,
2020-02-21,12081,Manatee,2.0,2.0,-30.0,0.0,0.0,2.0
2020-02-21,12083,Marion,-1.0,-5.0,-25.0,5.0,-1.0,2.0
2020-02-21,12085,Martin,0.0,-2.0,-27.0,-2.0,-1.0,2.0
2020-02-21,12086,Miami-Dade,1.0,0.0,-2.0,-1.0,3.0,0.0
2020-02-21,12087,Monroe,9.0,11.0,18.0,5.0,-1.0,1.0
2020-02-21,12089,Nassau,-2.0,3.0,-16.0,-15.0,1.0,1.0
2020-02-21,12091,Okaloosa,8.0,1.0,18.0,18.0,4.0,0.0
2020-02-21,12093,Okeechobee,2.0,-2.0,0.0,7.0,-1.0,2.0
2020-02-21,12095,Orange,0.0,-2.0,-19.0,0.0,0.0,2.0
2020-02-21,12097,Osceola,2.0,-1.0,-20.0,-5.0,-14.0,4.0
2020-02-21,12099,Palm Beach,-1.0,0.0,-14.0,0.0,1.0,1.0
2020-02-21,12101,Pasco,2.0,-5.0,-33.0,6.0,-1.0,2.0
2020-02-21,12103,Pinellas,2.0,1.0,-24.0,2.0,0.0,1.0
2020-02-21,12105,Polk,0.0,-1.0,-9.0,12.0,0.0,2.0
2020-02-21,12107,Putnam,-1.0,-18.0,-29.0,,-3.0,3.0
2020-02-21,12109,St. Johns,3.0,0.0,-34.0,4.0,-1.0,2.0
2020-02-21,12111,St. Lucie,-1.0,1.0,-27.0,2.0,0.0,2.0
2020-02-21,12113,Santa Rosa,5.0,4.0,21.0,,2.0,0.0
2020-02-21,12115,Sarasota,4.0,3.0,-20.0,1.0,-1.0,2.0
2020-02-21,12117,Seminole,-1.0,0.0,-32.0,2.0,1.0,1.0
2020-02-21,12119,Sumter,3.0,0.0,-34.0,11.0,-7.0,4.0
2020-02-21,12121,Suwannee,-5.0,-3.0,8.0,10.0,2.0,1.0
2020-02-21,12123,Taylor,2.0,-2.0,,,3.0,
2020-02-21,12125,Union,-41.0,-17.0,,,-4.0,
2020-02-21,12127,Volusia,-3.0,-4.0,-39.0,-12.0,-2.0,3.0
2020-02-21,12129,Wakulla,3.0,4.0,,,1.0,0.0
2020-02-21,12131,Walton,17.0,-1.0,26.0,11.0,4.0,0.0
2020-02-21,12133,Washington,3.0,8.0,,,2.0,
2020-02-22,12001,Alachua,-1.0,-2.0,3.0,-3.0,0.0,0.0
2020-02-22,12003,Baker,1.0,11.0,,,-5.0,
2020-02-22,12005,Bay,13.0,2.0,37.0,7.0,6.0,-1.0
2020-02-22,12007,Bradford,3.0,3.0,,,0.0,
2020-02-22,12009,Brevard,4.0,0.0,16.0,16.0,2.0,-1.0
2020-02-22,12011,Broward,0.0,-1.0,-13.0,0.0,0.0,1.0
2020-02-22,12013,Calhoun,2.0,-1.0,,,,
2020-02-22,12015,Charlotte,8.0,4.0,9.0,9.0,-1.0,0.0
2020-02-22,12017,Citrus,2.0,5.0,-5.0,,-1.0,1.0
2020-02-22,12019,Clay,4.0,0.0,-2.0,,1.0,0.0
2020-02-22,12021,Collier,7.0,4.0,11.0,2.0,-3.0,1.0
2020-02-22,12023,Columbia,2.0,-5.0,40.0,10.0,4.0,1.0
2020-02-22,12027,DeSoto,8.0,4.0,3.0,,-2.0,
2020-02-22,12029,Dixie,-2.0,-3.0,,,5.0,
2020-02-22,12031,Duval,0.0,-1.0,-10.0,1.0,1.0,0.0
2020-02-22,12033,Escambia,8.0,1.0,50.0,28.0,7.0,-1.0
2020-02-22,12035,Flagler,0.0,0.0,18.0,,1.0,1.0
2020-02-22,12037,Franklin,29.0,12.0,,,-8.0,
2020-02-22,12039,Gadsden,1.0,0.0,,10.0,-3.0,
2020-02-22,12041,Gilchrist,10.0,3.0,,,0.0,
2020-02-22,12043,Glades,,,-49.0,12.0,-5.0,
2020-02-22,12045,Gulf,7.0,8.0,,,-2.0,
2020-02-22,12047,Hamilton,,-6.0,,0.0,,
2020-02-22,12049,Hardee,13.0,-12.0,96.0,,-4.0,
2020-02-22,12051,Hendry,15.0,18.0,,,1.0,
2020-02-22,12053,Hernando,2.0,3.0,38.0,4.0,2.0,0.0
2020-02-22,12055,Highlands,0.0,-2.0,-6.0,,-1.0,1.0
2020-02-22,12057,Hillsborough,2.0,0.0,5.0,0.0,3.0,0.0
2020-02-22,12059,Holmes,-1.0,6.0,,,4.0,
2020-02-22,12061,Indian River,2.0,3.0,-4.0,-2.0,-2.0,0.0
2020-02-22,12063,Jackson,2.0,-1.0,,7.0,-1.0,
2020-02-22,12065,Jefferson,-4.0,6.0,,,,
2020-02-22,12069,Lake,4.0,-5.0,26.0,-12.0,-1.0,0.0
2020-02-22,12071,Lee,6.0,1.0,2.0,8.0,-1.0,0.0
2020-02-22,12073,Leon,3.0,-1.0,55.0,6.0,4.0,0.0
2020-02-22,12075,Levy,7.0,-5.0,-10.0,,3.0,
2020-02-22,12077,Liberty,,10.0,,,,
2020-02-22,12079,Madison,3.0,-3.0,,20.0,-6.0,
2020-02-22,12081,Manatee,3.0,3.0,1.0,21.0,0.0,0.0
2020-02-22,12083,Marion,4.0,-4.0,5.0,11.0,-1.0,0.0
2020-02-22,12085,Martin,5.0,-1.0,-17.0,-3.0,-1.0,0.0
2020-02-22,12086,Miami-Dade,1.0,-2.0,-6.0,-3.0,2.0,0.0
2020-02-22,12087,Monroe,7.0,12.0,15.0,-1.0,-2.0,1.0
2020-02-22,12089,Nassau,4.0,1.0,-7.0,-9.0,1.0,0.0
2020-02-22,12091,Okaloosa,10.0,0.0,64.0,16.0,4.0,-1.0
2020-02-22,12093,Okeechobee,6.0,-3.0,40.0,6.0,3.0,
2020-02-22,12095,Orange,5.0,2.0,17.0,1.0,3.0,-1.0
2020-02-22,12097,Osceola,5.0,2.0,15.0,1.0,1.0,-1.0
2020-02-22,12099,Palm Beach,3.0,-1.0,-6.0,2.0,1.0,1.0
2020-02-22,12101,Pasco,5.0,-3.0,-7.0,15.0,0.0,0.0
2020-02-22,12103,Pinellas,5.0,6.0,26.0,5.0,2.0,0.0
2020-02-22,12105,Polk,3.0,3.0,32.0,33.0,0.0,0.0
2020-02-22,12107,Putnam,2.0,-14.0,-25.0,,-1.0,2.0
2020-02-22,12109,St. Johns,4.0,1.0,-20.0,4.0,-1.0,0.0
2020-02-22,12111,St. Lucie,7.0,4.0,19.0,4.0,1.0,0.0
2020-02-22,12113,Santa Rosa,9.0,3.0,40.0,,5.0,-1.0
2020-02-22,12115,Sarasota,5.0,4.0,8.0,53.0,0.0,0.0
2020-02-22,12117,Seminole,1.0,5.0,35.0,7.0,2.0,-1.0
2020-02-22,12119,Sumter,0.0,5.0,-23.0,7.0,-4.0,1.0
2020-02-22,12121,Suwannee,5.0,3.0,39.0,14.0,2.0,
2020-02-22,12123,Taylor,4.0,-2.0,,,5.0,
2020-02-22,12125,Union,-29.0,-5.0,,,,
2020-02-22,12127,Volusia,8.0,3.0,1.0,1.0,1.0,0.0
2020-02-22,12129,Wakulla,8.0,-4.0,-4.0,,6.0,
2020-02-22,12131,Walton,13.0,-3.0,11.0,16.0,4.0,0.0
2020-02-22,12133,Washington,5.0,8.0,,,5.0,
2020-02-23,12001,Alachua,1.0,0.0,20.0,-4.0,1.0,0.0
2020-02-23,12003,Baker,6.0,-1.0,,,-4.0,
2020-02-23,12005,Bay,14.0,4.0,41.0,10.0,5.0,-1.0
2020-02-23,12007,Bradford,10.0,6.0,,,-1.0,
2020-02-23,12009,Brevard,6.0,1.0,26.0,17.0,1.0,-1.0
2020-02-23,12011,Broward,3.0,2.0,22.0,3.0,0.0,0.0
2020-02-23,12013,Calhoun,19.0,8.0,,,,
2020-02-23,12015,Charlotte,13.0,7.0,20.0,-1.0,0.0,0.0
2020-02-23,12017,Citrus,8.0,5.0,11.0,,2.0,0.0
2020-02-23,12019,Clay,4.0,-5.0,11.0,,1.0,0.0
2020-02-23,12021,Collier,6.0,2.0,18.0,2.0,-2.0,0.0
2020-02-23,12023,Columbia,10.0,0.0,19.0,18.0,1.0,0.0
2020-02-23,12027,DeSoto,19.0,0.0,17.0,,-4.0,
2020-02-23,12029,Dixie,-1.0,-4.0,,,10.0,
2020-02-23,12031,Duval,4.0,1.0,28.0,3.0,2.0,0.0
2020-02-23,12033,Escambia,8.0,0.0,44.0,16.0,4.0,-1.0
2020-02-23,12035,Flagler,8.0,5.0,79.0,,-1.0,0.0
2020-02-23,12037,Franklin,26.0,5.0,,,-9.0,
2020-02-23,12039,Gadsden,9.0,-4.0,,16.0,1.0,
2020-02-23,12041,Gilchrist,2.0,1.0,,,0.0,
2020-02-23,12043,Glades,,,-36.0,,,
2020-02-23,12045,Gulf,25.0,3.0,,,,
2020-02-23,12047,Hamilton,,-7.0,,17.0,,
2020-02-23,12049,Hardee,9.0,-10.0,64.0,,6.0,
2020-02-23,12051,Hendry,8.0,14.0,,,-2.0,
2020-02-23,12053,Hernando,6.0,8.0,18.0,,1.0,0.0
2020-02-23,12055,Highlands,4.0,-1.0,-5.0,,-4.0,1.0
2020-02-23,12057,Hillsborough,4.0,2.0,20.0,4.0,0.0,-1.0
2020-02-23,12059,Holmes,4.0,17.0,,,4.0,
2020-02-23,12061,Indian River,1.0,4.0,19.0,-2.0,-1.0,0.0
2020-02-23,12063,Jackson,3.0,-2.0,,12.0,1.0,
2020-02-23,12065,Jefferson,,-6.0,,,,
2020-02-23,12069,Lake,7.0,-5.0,39.0,-9.0,-1.0,0.0
2020-02-23,12071,Lee,7.0,3.0,11.0,9.0,-1.0,0.0
2020-02-23,12073,Leon,2.0,-1.0,31.0,-3.0,3.0,0.0
2020-02-23,12075,Levy,10.0,1.0,19.0,,2.0,
2020-02-23,12079,Madison,15.0,-4.0,,11.0,-2.0,
2020-02-23,12081,Manatee,6.0,6.0,35.0,3.0,0.0,0.0
2020-02-23,12083,Marion,6.0,-4.0,40.0,16.0,2.0,0.0
2020-02-23,12085,Martin,9.0,2.0,22.0,5.0,1.0,0.0
2020-02-23,12086,Miami-Dade,3.0,1.0,12.0,-2.0,1.0,0.0
2020-02-23,12087,Monroe,9.0,11.0,22.0,-3.0,-1.0,0.0
2020-02-23,12089,Nassau,10.0,8.0,31.0,6.0,2.0,0.0
2020-02-23,12091,Okaloosa,9.0,2.0,46.0,7.0,4.0,-1.0
2020-02-23,12093,Okeechobee,7.0,3.0,27.0,15.0,-3.0,
2020-02-23,12095,Orange,0.0,2.0,19.0,1.0,1.0,0.0
2020-02-23,12097,Osceola,4.0,4.0,13.0,0.0,-1.0,-1.0
2020-02-23,12099,Palm Beach,6.0,3.0,21.0,5.0,1.0,0.0
2020-02-23,12101,Pasco,7.0,-2.0,19.0,9.0,0.0,0.0
2020-02-23,12103,Pinellas,9.0,5.0,60.0,7.0,2.0,-1.0
2020-02-23,12105,Polk,4.0,5.0,9.0,18.0,-1.0,0.0
2020-02-23,12107,Putnam,11.0,-11.0,15.0,,0.0,1.0
2020-02-23,12109,St. Johns,11.0,11.0,21.0,8.0,2.0,-1.0
2020-02-23,12111,St. Lucie,6.0,6.0,22.0,8.0,2.0,0.0
2020-02-23,12113,Santa Rosa,7.0,-1.0,27.0,,1.0,-1.0
2020-02-23,12115,Sarasota,10.0,10.0,29.0,50.0,1.0,-1.0
2020-02-23,12117,Seminole,2.0,3.0,35.0,9.0,1.0,-1.0
2020-02-23,12119,Sumter,7.0,0.0,-10.0,8.0,0.0,-1.0
2020-02-23,12121,Suwannee,2.0,-2.0,,15.0,2.0,
2020-02-23,12123,Taylor,14.0,-4.0,,,7.0,
2020-02-23,12125,Union,,4.0,,,,
2020-02-23,12127,Volusia,9.0,1.0,26.0,1.0,0.0,0.0
2020-02-23,12129,Wakulla,10.0,-5.0,48.0,,1.0,
2020-02-23,12131,Walton,24.0,2.0,55.0,18.0,8.0,-1.0
2020-02-23,12133,Washington,3.0,11.0,,,7.0,
2020-02-24,12001,Alachua,0.0,-1.0,10.0,2.0,2.0,0.0
2020-02-24,12003,Baker,4.0,15.0,,,0.0,
2020-02-24,12005,Bay,4.0,-2.0,-11.0,1.0,3.0,1.0
2020-02-24,12007,Bradford,3.0,3.0,,,1.0,1.0
2020-02-24,12009,Brevard,2.0,-1.0,12.0,14.0,2.0,0.0
2020-02-24,12011,Broward,2.0,2.0,12.0,0.0,2.0,0.0
2020-02-24,12013,Calhoun,9.0,-1.0,,,8.0,
2020-02-24,12015,Charlotte,7.0,3.0,31.0,4.0,4.0,0.0
2020-02-24,12017,Citrus,5.0,6.0,25.0,,2.0,0.0
2020-02-24,12019,Clay,5.0,-2.0,12.0,,3.0,-1.0
2020-02-24,12021,Collier,5.0,0.0,20.0,-5.0,1.0,0.0
2020-02-24,12023,Columbia,5.0,-4.0,,-6.0,0.0,0.0
2020-02-24,12027,DeSoto,-1.0,-7.0,10.0,,3.0,1.0
2020-02-24,12029,Dixie,9.0,3.0,,,8.0,
2020-02-24,12031,Duval,1.0,-1.0,14.0,4.0,3.0,-1.0
2020-02-24,12033,Escambia,-1.0,-2.0,-20.0,11.0,2.0,1.0
2020-02-24,12035,Flagler,7.0,4.0,9.0,,3.0,0.0
2020-02-24,12037,Franklin,7.0,5.0,,,0.0,
2020-02-24,12039,Gadsden,3.0,0.0,,9.0,1.0,0.0
2020-02-24,12041,Gilchrist,2.0,2.0,,,0.0,
2020-02-24,12043,Glades,,,-53.0,6.0,-3.0,
2020-02-24,12045,Gulf,6.0,0.0,,,1.0,
2020-02-24,12047,Hamilton,,-1.0,,7.0,9.0,
2020-02-24,12049,Hardee,5.0,-16.0,13.0,,3.0,
2020-02-24,12051,Hendry,2.0,1.0,18.0,,2.0,-1.0
2020-02-24,12053,Hernando,3.0,6.0,30.0,6.0,3.0,-1.0
2020-02-24,12055,Highlands,5.0,-4.0,0.0,,0.0,0.0
2020-02-24,12057,Hillsborough,3.0,2.0,10.0,5.0,3.0,-1.0
2020-02-24,12059,Holmes,-4.0,2.0,,,3.0,
2020-02-24,12061,Indian River,0.0,3.0,29.0,-2.0,2.0,0.0
2020-02-24,12063,Jackson,-2.0,-2.0,,4.0,0.0,2.0
2020-02-24,12065,Jefferson,-7.0,-9.0,,,0.0,
2020-02-24,12069,Lake,6.0,-4.0,12.0,-2.0,2.0,-1.0
2020-02-24,12071,Lee,6.0,2.0,20.0,6.0,2.0,0.0
2020-02-24,12073,Leon,-1.0,-1.0,12.0,-5.0,2.0,0.0
2020-02-24,12075,Levy,9.0,0.0,-4.0,,5.0,-1.0
2020-02-24,12079,Madison,8.0,8.0,,4.0,6.0,
2020-02-24,12081,Manatee,5.0,3.0,24.0,3.0,1.0,0.0
2020-02-24,12083,Marion,4.0,-1.0,8.0,7.0,2.0,0.0
2020-02-24,12085,Martin,4.0,3.0,10.0,6.0,3.0,0.0
2020-02-24,12086,Miami-Dade,1.0,1.0,9.0,-1.0,2.0,0.0
2020-02-24,12087,Monroe,11.0,12.0,17.0,3.0,2.0,0.0
2020-02-24,12089,Nassau,5.0,3.0,17.0,-2.0,4.0,-1.0
2020-02-24,12091,Okaloosa,-1.0,-6.0,-20.0,15.0,2.0,1.0
2020-02-24,12093,Okeechobee,4.0,6.0,21.0,-4.0,2.0,1.0
2020-02-24,12095,Orange,0.0,1.0,10.0,5.0,3.0,-1.0
2020-02-24,12097,Osceola,2.0,3.0,11.0,1.0,2.0,-1.0
2020-02-24,12099,Palm Beach,1.0,2.0,9.0,0.0,2.0,0.0
2020-02-24,12101,Pasco,5.0,-2.0,10.0,7.0,3.0,-1.0
2020-02-24,12103,Pinellas,5.0,5.0,27.0,5.0,3.0,0.0
2020-02-24,12105,Polk,3.0,4.0,8.0,5.0,4.0,0.0
2020-02-24,12107,Putnam,8.0,-16.0,0.0,,2.0,0.0
2020-02-24,12109,St. Johns,8.0,7.0,29.0,0.0,2.0,0.0
2020-02-24,12111,St. Lucie,3.0,3.0,5.0,-4.0,3.0,0.0
2020-02-24,12113,Santa Rosa,-5.0,-4.0,-20.0,,3.0,1.0
2020-02-24,12115,Sarasota,6.0,5.0,34.0,11.0,1.0,0.0
2020-02-24,12117,Seminole,2.0,3.0,15.0,5.0,2.0,-1.0
2020-02-24,12119,Sumter,9.0,3.0,-11.0,5.0,1.0,0.0
2020-02-24,12121,Suwannee,-2.0,0.0,,-6.0,3.0,0.0
2020-02-24,12123,Taylor,5.0,5.0,,,-1.0,
2020-02-24,12125,Union,,5.0,,,3.0,
2020-02-24,12127,Volusia,6.0,1.0,19.0,3.0,2.0,0.0
2020-02-24,12129,Wakulla,5.0,-4.0,,,1.0,0.0
2020-02-24,12131,Walton,10.0,-4.0,6.0,-2.0,3.0,2.0
2020-02-24,12133,Washington,2.0,1.0,,,8.0,
2020-02-25,12001,Alachua,-2.0,-8.0,-42.0,-2.0,0.0,2.0
2020-02-25,12003,Baker,-1.0,9.0,,,0.0,
2020-02-25,12005,Bay,9.0,3.0,2.0,8.0,4.0,1.0
2020-02-25,12007,Bradford,4.0,-6.0,,,0.0,2.0
2020-02-25,12009,Brevard,6.0,2.0,27.0,27.0,3.0,0.0
2020-02-25,12011,Broward,3.0,3.0,8.0,2.0,2.0,0.0
2020-02-25,12013,Calhoun,14.0,-2.0,,,7.0,
2020-02-25,12015,Charlotte,6.0,5.0,17.0,12.0,0.0,0.0
2020-02-25,12017,Citrus,1.0,0.0,-19.0,,0.0,1.0
2020-02-25,12019,Clay,-1.0,-8.0,-35.0,,0.0,2.0
2020-02-25,12021,Collier,6.0,6.0,14.0,-7.0,0.0,0.0
2020-02-25,12023,Columbia,3.0,-19.0,-29.0,0.0,0.0,3.0
2020-02-25,12027,DeSoto,7.0,2.0,10.0,,3.0,0.0
2020-02-25,12029,Dixie,-8.0,-8.0,,,4.0,
2020-02-25,12031,Duval,-4.0,-7.0,-37.0,-3.0,0.0,2.0
2020-02-25,12033,Escambia,5.0,-1.0,0.0,15.0,2.0,0.0
2020-02-25,12035,Flagler,4.0,1.0,-12.0,,4.0,0.0
2020-02-25,12037,Franklin,30.0,10.0,,,-1.0,
2020-02-25,12039,Gadsden,6.0,4.0,,2.0,2.0,1.0
2020-02-25,12041,Gilchrist,-9.0,-6.0,,,-1.0,
2020-02-25,12043,Glades,,,-45.0,8.0,-1.0,
2020-02-25,12045,Gulf,18.0,0.0,,,6.0,
2020-02-25,12047,Hamilton,,-6.0,,4.0,-4.0,
2020-02-25,12049,Hardee,6.0,-18.0,8.0,,3.0,
2020-02-25,12051,Hendry,4.0,0.0,9.0,,0.0,1.0
2020-02-25,12053,Hernando,1.0,5.0,-9.0,-4.0,1.0,1.0
2020-02-25,12055,Highlands,5.0,0.0,-9.0,,1.0,0.0
2020-02-25,12057,Hillsborough,4.0,2.0,8.0,7.0,3.0,0.0
2020-02-25,12059,Holmes,-8.0,13.0,,,4.0,
2020-02-25,12061,Indian River,3.0,4.0,32.0,2.0,3.0,0.0
2020-02-25,12063,Jackson,7.0,-2.0,,9.0,-2.0,1.0
2020-02-25,12065,Jefferson,-19.0,-7.0,,,0.0,
2020-02-25,12067,Lafayette,,,,,2.0,
2020-02-25,12069,Lake,5.0,-3.0,9.0,3.0,1.0,0.0
2020-02-25,12071,Lee,7.0,1.0,25.0,15.0,2.0,0.0
2020-02-25,12073,Leon,1.0,-1.0,-15.0,-10.0,2.0,1.0
2020-02-25,12075,Levy,-3.0,-7.0,-33.0,,2.0,2.0
2020-02-25,12079,Madison,-5.0,-11.0,,6.0,-1.0,
2020-02-25,12081,Manatee,5.0,3.0,22.0,14.0,2.0,0.0
2020-02-25,12083,Marion,2.0,-3.0,-19.0,20.0,1.0,1.0
2020-02-25,12085,Martin,6.0,2.0,23.0,8.0,3.0,0.0
2020-02-25,12086,Miami-Dade,1.0,1.0,7.0,0.0,2.0,0.0
2020-02-25,12087,Monroe,8.0,13.0,11.0,1.0,1.0,1.0
2020-02-25,12089,Nassau,-8.0,-8.0,-41.0,-30.0,-1.0,3.0
2020-02-25,12091,Okaloosa,9.0,4.0,15.0,13.0,2.0,0.0
2020-02-25,12093,Okeechobee,9.0,-1.0,8.0,0.0,1.0,0.0
2020-02-25,12095,Orange,3.0,2.0,10.0,7.0,3.0,0.0
2020-02-25,12097,Osceola,5.0,4.0,13.0,5.0,2.0,0.0
2020-02-25,12099,Palm Beach,1.0,1.0,12.0,2.0,2.0,1.0
2020-02-25,12101,Pasco,3.0,-3.0,-11.0,3.0,1.0,0.0
2020-02-25,12103,Pinellas,5.0,4.0,5.0,12.0,2.0,0.0
2020-02-25,12105,Polk,6.0,3.0,8.0,7.0,2.0,0.0
2020-02-25,12107,Putnam,6.0,-17.0,-19.0,,-2.0,2.0
2020-02-25,12109,St. Johns,3.0,3.0,-22.0,-4.0,2.0,1.0
2020-02-25,12111,St. Lucie,3.0,6.0,23.0,-1.0,2.0,0.0
2020-02-25,12113,Santa Rosa,8.0,3.0,4.0,,2.0,0.0
2020-02-25,12115,Sarasota,7.0,6.0,27.0,10.0,1.0,0.0
2020-02-25,12117,Seminole,2.0,5.0,14.0,33.0,2.0,0.0
2020-02-25,12119,Sumter,5.0,2.0,-21.0,7.0,-2.0,0.0
2020-02-25,12121,Suwannee,-3.0,-10.0,-37.0,,0.0,5.0
2020-02-25,12123,Taylor,0.0,-4.0,,,-1.0,
2020-02-25,12125,Union,-43.0,-2.0,,,1.0,
2020-02-25,12127,Volusia,7.0,3.0,5.0,0.0,2.0,0.0
2020-02-25,12129,Wakulla,5.0,-1.0,,,2.0,1.0
2020-02-25,12131,Walton,14.0,1.0,44.0,8.0,3.0,0.0
2020-02-25,12133,Washington,8.0,2.0,,,4.0,
2020-02-26,12001,Alachua,3.0,-3.0,-32.0,1.0,1.0,1.0
2020-02-26,12003,Baker,15.0,9.0,,,0.0,
2020-02-26,12005,Bay,13.0,2.0,-2.0,13.0,3.0,-1.0
2020-02-26,12007,Bradford,8.0,2.0,,,-1.0,1.0
2020-02-26,12009,Brevard,4.0,1.0,-16.0,10.0,2.0,0.0
2020-02-26,12011,Broward,4.0,2.0,-5.0,4.0,1.0,0.0
2020-02-26,12013,Calhoun,21.0,-1.0,,,2.0,
2020-02-26,12015,Charlotte,9.0,5.0,-12.0,9.0,0.0,1.0
2020-02-26,12017,Citrus,3.0,2.0,-20.0,,-1.0,2.0
2020-02-26,12019,Clay,12.0,0.0,-27.0,,-1.0,1.0
2020-02-26,12021,Collier,7.0,5.0,-11.0,8.0,0.0,1.0
2020-02-26,12023,Columbia,12.0,0.0,,3.0,0.0,1.0
2020-02-26,12027,DeSoto,10.0,-1.0,-18.0,,0.0,2.0
2020-02-26,12029,Dixie,0.0,0.0,,,5.0,
2020-02-26,12031,Duval,4.0,2.0,-21.0,4.0,1.0,1.0
2020-02-26,12033,Escambia,16.0,8.0,26.0,22.0,3.0,-2.0
2020-02-26,12035,Flagler,1.0,-5.0,-18.0,,2.0,1.0
2020-02-26,12037,Franklin,-3.0,-2.0,,,-6.0,
2020-02-26,12039,Gadsden,13.0,3.0,,5.0,0.0,1.0
2020-02-26,12041,Gilchrist,13.0,1.0,,,1.0,
2020-02-26,12043,Glades,,,-55.0,10.0,2.0,
